Quarter,Time,Down,ToGo,Location,WAS,CIN,Detail,EPB,EPA
OT,4:05,1,10,CIN 32,27,27,Robert Kelley left guard for 4 yards (tackle by Vontaze Burfict),3.450,3.440
OT,3:32,2,6,CIN 28,27,27,Kirk Cousins pass complete short right to Jordan Reed for 9 yards (tackle by Dre Kirkpatrick),3.440,4.310
OT,3:28,1,10,CIN 19,27,27,"Robert Kelley left guard for 2 yards (tackle by Michael Johnson). Penalty on WAS: Illegal Shift (Declined), Penalty on Brandon Scherff: Offensive Holding, 10 yards (no play)",4.310,3.640
OT,3:23,1,20,CIN 29,27,27,Robert Kelley left tackle for 16 yards (tackle by Karlos Dansby),3.640,4.720
OT,2:52,2,4,CIN 13,27,27,Kirk Cousins middle for -3 yards (tackle by Karlos Dansby),4.720,4.720
OT,2:13,2,4,CIN 13,27,27,Timeout #2 by Cincinnati Bengals,4.720,3.410
OT,2:13,3,7,CIN 16,27,27,Dustin Hopkins 34 yard field goal no good,3.410,-0.540
OT,2:09,1,10,CIN 24,27,27,Andy Dalton pass complete short left to Tyler Eifert for 4 yards (tackle by Donte Whitner),0.540,0.540
OT,2:00,2,6,CIN 28,27,27,Andy Dalton pass complete short right to Tyler Boyd for 9 yards (tackle by Josh Norman),0.540,1.400
OT,1:37,1,10,CIN 37,27,27,Andy Dalton pass incomplete short right intended for Tyler Eifert (defended by Su'a Cravens),1.400,0.860
OT,1:31,2,10,CIN 37,27,27,Andy Dalton pass complete short left to Tyler Boyd for 9 yards (tackle by Kendall Fuller),0.860,1.360
OT,1:11,3,1,CIN 46,27,27,"Andy Dalton middle for 1 yard (tackle by Chris Baker). Andy Dalton fumbles (forced by Chris Baker), recovered by Anthony Lanier at CIN-47 (tackle by Andrew Whitworth)",1.360,-2.460
OT,1:02,1,10,CIN 47,27,27,"Kirk Cousins pass complete short left to Pierre Garcon for 14 yards (tackle by Adam Jones and Shawn Williams). Penalty on Pierre Garcon: Offensive Pass Interference, 10 yards (no play)",2.460,1.800
OT,0:54,1,20,WAS 43,27,27,Kirk Cousins pass incomplete deep left intended for Jamison Crowder,1.800,0.560
OT,0:46,2,20,WAS 43,27,27,Kirk Cousins pass complete short right to Jamison Crowder for 1 yard (tackle by Darqueze Dennard),0.560,0.560
OT,0:30,2,20,WAS 43,27,27,Timeout #1 by Washington Redskins,0.560,0.040
OT,0:30,3,19,WAS 44,27,27,Kirk Cousins pass complete short middle to Jordan Reed for 8 yards (tackle by Vincent Rey),0.040,0.040
OT,0:02,3,19,WAS 44,27,27,Timeout #2 by Washington Redskins,0.040,0.070
OT,0:02,4,11,CIN 48,27,27,Kirk Cousins pass incomplete deep left intended for Pierre Garcon,0.070,0.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
